,Incident Summary,State,Open Date
2181,HSCN - DSL Outage,Closed,17-Oct-2022 08:22
2182,HSCN - DSL Outage,Closed,14-Oct-2022 15:56
2183,HSCN - DSL Outage,Closed,14-Oct-2022 15:55
2184,HSCN - DSL Outage,Closed,14-Oct-2022 15:30
2185,HSCN - Slow internet,Closed,14-Oct-2022 14:10
2186,HSCN - DSL Outage,Closed,14-Oct-2022 09:57
2187,HSCN - DSL Outage,Closed,13-Oct-2022 12:58
2188,HSCN - DSL Outage 3G link set up,Closed,13-Oct-2022 12:44
2189,HSCN - DSL Outage,Closed,13-Oct-2022 10:07
2190,HSCN - DSL Outage,Closed,13-Oct-2022 09:21
2191,HSCN - DSL Outage,Closed,13-Oct-2022 09:01
2192,HSCN - DSL Outage,Closed,13-Oct-2022 08:33
2193,HSCN - DSL Outage,Closed,13-Oct-2022 08:05
2194,HSCN - DSL Outage,Closed,12-Oct-2022 16:59
2195,HSCN - Intermittent Internet,Closed,12-Oct-2022 13:34
2196,HSCN connection down,Closed,12-Oct-2022 09:23
2197,HSCN - DSL Outage,Closed,11-Oct-2022 10:52
2198,HSCN - DSL Outage,Closed,11-Oct-2022 09:06
2199,HSCN,Closed,10-Oct-2022 17:19
2200,HSCN - No internet,Closed,10-Oct-2022 17:06
2201,HSCN - DSL Outage,Closed,10-Oct-2022 16:39
2202,HSCN - DSL Outage,Closed,10-Oct-2022 13:32
2203,HSCN - DSL Outage,Closed,08-Oct-2022 10:20
2204,HSCN - DSL Outage,Closed,07-Oct-2022 15:21
2205,HSCN - Internet slow/ possible outage,Closed,07-Oct-2022 11:05
2206,HSCN - DSL Outage,Closed,07-Oct-2022 09:38
2207,HSCN - DSL Outage,Closed,06-Oct-2022 15:28
2208,HSCN - Port Unblocking,Closed,06-Oct-2022 11:36
2209,HSCN - DSL Outage,Closed,04-Oct-2022 10:20
2210,HSCN - DSL Outage,Closed,03-Oct-2022 14:45
2211,HSCN - DSL Outage,Closed,03-Oct-2022 10:03
2212,HSCN - DSL Outage,Closed,01-Oct-2022 10:44
2213,HSCN - DSL Outage,Closed,01-Oct-2022 10:38
2214,HSCN - DSL Outage,Closed,01-Oct-2022 10:33
2215,HSCN - DSL Outage,Closed,01-Oct-2022 10:24
2216,HSCN - Slow internet,Closed,30-Sep-2022 13:34
2217,HSCN - DSL Outage,Closed,30-Sep-2022 11:52
2218,HSCN - DSL Issues,Closed,29-Sep-2022 13:04
2219,HSCN - DSL Outage,Closed,29-Sep-2022 12:03
2220,HSCN - DSL Outage,Closed,29-Sep-2022 11:50
2221,HSCN - DSL Outage,Closed,28-Sep-2022 18:28
2222,HSCN - DSL Intermittent,Closed,28-Sep-2022 12:48
2223,HSCN - DSL Outage,Closed,28-Sep-2022 10:07
2224,HSCN - DSL Outage,Closed,28-Sep-2022 08:48
2225,HSCN - DSL Outage,Closed,28-Sep-2022 08:27
2226,HSCN - DSL Outage,Closed,27-Sep-2022 14:30
2227,HSCN internet latency slow,Closed,27-Sep-2022 12:22
2228,HSCN slow,Closed,27-Sep-2022 11:23
2229,HSCN - DSL Outage,Closed,27-Sep-2022 09:29
2230,HSCN - Access problems with Microsoft / Azure services,Closed,26-Sep-2022 13:57
2231,HSCN - Slow speed,Closed,26-Sep-2022 13:26
2232,HSCN - DSL Outage,Closed,26-Sep-2022 12:00
2233,HSCN - DSL Outage,Closed,26-Sep-2022 09:31
2234,HSCN - DSL Outage,Closed,23-Sep-2022 17:08
2235,HSCN - DSL Outage,Closed,23-Sep-2022 17:00
2236,HSCN - DSL Outage,Closed,23-Sep-2022 12:00
2237,HSCN - DSL Outage (Proactive query),Closed,21-Sep-2022 15:44
2238,Query - HSCN Install/COB,Closed,21-Sep-2022 09:40
2239,HSCN - Communication adapter failure,Closed,20-Sep-2022 15:48
2240,HSCN - DSL Outage,Closed,19-Sep-2022 15:40
2241,HSCN - DSL Outage,Closed,19-Sep-2022 07:57
2242,HSCN - DSL Outage,Closed,17-Sep-2022 13:02
2243,HSCN connection down,Closed,16-Sep-2022 18:15
2244,HSCN - DSL Outage,Closed,16-Sep-2022 12:42
2245,HSCN - DSL Outage,Closed,15-Sep-2022 09:10
2246,HSCN - DSL Outage,Closed,15-Sep-2022 08:17
2247,HSCN - DSL Outage,Closed,15-Sep-2022 08:15
2248,HSCN - DSL Outage,Closed,14-Sep-2022 14:25
2249,HSCN - DSL Outage,Closed,14-Sep-2022 06:40
2250,HSCN - DSL Outage,Closed,14-Sep-2022 06:36
2251,HSCN - DSL Outage,Closed,14-Sep-2022 06:35
2252,HSCN - DSL Outage,Closed,14-Sep-2022 06:35
2253,HSCN - DSL Outage,Closed,14-Sep-2022 06:34
2254,HSCN - DSL Outage,Closed,14-Sep-2022 06:33
2255,HSCN - DSL Outage,Closed,14-Sep-2022 06:32
2256,HSCN - DSL Outage,Closed,14-Sep-2022 06:31
2257,HSCN - DSL Outage,Closed,14-Sep-2022 06:30
2258,HSCN - DSL Outage,Closed,14-Sep-2022 06:29
2259,HSCN - DSL Outage,Closed,14-Sep-2022 06:27
2260,HSCN - DSL Outage,Closed,14-Sep-2022 06:26
2261,HSCN - Intermittent Issues / Degraded performance,Closed,13-Sep-2022 10:33
2262,HSCN - DSL Outage,Closed,12-Sep-2022 14:43
2263,HSCN - DSL Outage,Closed,12-Sep-2022 09:28
2264,HSCN - DSL Outage,Closed,12-Sep-2022 08:43
2265,HSCN - DSL Outage,Closed,12-Sep-2022 08:42
2266,HSCN - DSL Outage,Closed,12-Sep-2022 08:41
2267,HSCN - DSL Outage,Closed,12-Sep-2022 08:29
2268,HSCN - DSL Outage,Closed,12-Sep-2022 08:25
2269,HSCN - DSL Outage,Closed,12-Sep-2022 08:24
2270,HSCN - DSL Outage,Closed,12-Sep-2022 08:22
2271,HSCN - DSL Outage,Closed,12-Sep-2022 08:20
2272,HSCN - DSL Outage,Closed,12-Sep-2022 08:05
2273,HSCN - DSL Outage,Closed,10-Sep-2022 12:18
2274,HSCN - DSL Outage,Closed,10-Sep-2022 09:38
2275,HSCN - DSL Outage,Closed,10-Sep-2022 09:23
2276,HSCN - Degraded Service,Closed,09-Sep-2022 13:51
2277,HSCN - DSL Outage,Closed,08-Sep-2022 10:37
2278,HSCN - DSL Outage,Closed,08-Sep-2022 09:21
2279,HSCN - DSL Outage,Closed,07-Sep-2022 08:23
2280,HSCN - DSL Outage,Closed,07-Sep-2022 08:21
2281,HSCN - DSL Outage,Closed,06-Sep-2022 10:05
2282,HSCN - DSL Outage,Closed,06-Sep-2022 09:44
2283,HSCN - DSL Outage,Closed,06-Sep-2022 08:48
2284,HSCN - DSL Outage,Closed,05-Sep-2022 10:10
2285,HSCN - DSL Outage,Closed,05-Sep-2022 09:59
2286,HSCN - DSL Outage,Closed,05-Sep-2022 09:57
2287,HSCN - DSL Outage,Closed,05-Sep-2022 09:31
2288,HSCN - DSL Outage,Closed,05-Sep-2022 09:00
2289,HSCN - Intermittent connection,Closed,05-Sep-2022 08:46
2290,HSCN - DSL Outage,Closed,05-Sep-2022 08:39
2291,HSCN - DSL Outage,Closed,05-Sep-2022 08:32
2292,HSCN - Medpoint unable to connect to remote server,Closed,02-Sep-2022 15:36
2293,HSCN Loss - Proactive Cellular Data Monitor,Closed,01-Sep-2022 09:41
2294,HSCN - DSL Outage,Closed,31-Aug-2022 08:22
2295,HSCN - FTTC Speed,Closed,30-Aug-2022 14:41
2296,HSCN - DSL Outage,Closed,27-Aug-2022 09:36
2297,HSCN - Intermittent connection,Closed,26-Aug-2022 15:15
2298,HSCN - DSL Outage,Closed,25-Aug-2022 15:42
2299,HSCN - DSL Outage,Closed,23-Aug-2022 10:18
2300,HSCN - DSL Outage,Closed,20-Aug-2022 12:54
2301,HSCN - DSL Outage,Closed,20-Aug-2022 08:40
2302,HSCN - DSL Outage,Closed,19-Aug-2022 18:04
2303,HSCN - DSL Outage,Closed,19-Aug-2022 12:24
2304,HSCN - DSL Outage,Closed,18-Aug-2022 14:36
2305,HSCN - DSL Outage,Closed,18-Aug-2022 14:05
2306,HSCN - DSL Outage,Closed,16-Aug-2022 17:50
2307,HSCN - DSL Outage,Closed,15-Aug-2022 16:54
2308,HSCN - DSL Outage,Closed,15-Aug-2022 09:53
2309,HSCN - DSL Outage,Closed,13-Aug-2022 11:14
2310,HSCN - DSL Outage,Closed,12-Aug-2022 16:26
2311,HSCN - DSL Outage,Closed,12-Aug-2022 15:45
2312,HSCN - DSL Outage,Closed,12-Aug-2022 14:04
2313,HSCN - DSL Outage,Closed,12-Aug-2022 13:11
2314,HSCN - DSL Outage,Closed,12-Aug-2022 11:48
2315,HSCN - DSL Outage,Closed,11-Aug-2022 16:01
2316,HSCN - Intermittent Internet,Closed,11-Aug-2022 15:26
2317,HSCN - DSL Outage,Closed,11-Aug-2022 14:18
2318,HSCN - DSL Outage,Closed,10-Aug-2022 17:48
2319,HSCN - BT MSO,Closed,10-Aug-2022 14:09
2320,HSCN - BT MSO,Closed,10-Aug-2022 14:08
2321,HSCN - BT MSO,Closed,10-Aug-2022 13:42
2322,HSCN - BT MSO,Closed,10-Aug-2022 13:40
2323,HSCN - BT MSO,Closed,10-Aug-2022 13:39
2324,HSCN - BT MSO,Closed,10-Aug-2022 13:37
2325,HSCN - DSL Outage,Closed,10-Aug-2022 11:57
2326,HSCN - DSL Outage,Closed,10-Aug-2022 11:53
2327,HSCN - BT MSO,Closed,10-Aug-2022 11:33
2328,HSCN - BT MSO,Closed,10-Aug-2022 11:30
2329,HSCN - DSL Outage,Closed,09-Aug-2022 18:24
2330,HSCN - DSL Outage,Closed,09-Aug-2022 18:13
2331,HSCN - DSL Outage,Closed,09-Aug-2022 14:28
2332,HSCN - DSL Outage,Closed,08-Aug-2022 12:32
2333,HSCN - DSL Outage,Closed,08-Aug-2022 09:35
2334,HSCN - DSL Outage,Closed,08-Aug-2022 08:43
2335,HSCN - DSL Outage,Closed,06-Aug-2022 08:45
2336,HSCN - DSL Outage,Closed,05-Aug-2022 14:01
2337,HSCN - Router showing High CPU & Usage,Closed,05-Aug-2022 13:58
2338,HSCN - DSL Outage,Closed,05-Aug-2022 09:53
2339,HSCN - DSL Outage,Closed,05-Aug-2022 09:24
2340,HSCN - DSL Outage,Closed,04-Aug-2022 15:37
2341,HSCN - DSL Outage,Closed,04-Aug-2022 12:38
2342,HSCN - DSL Outage,Closed,03-Aug-2022 17:12
2343,HSCN - DSL Outage,Closed,03-Aug-2022 16:19
2344,HSCN - DSL Outage,Closed,03-Aug-2022 15:04
2345,HSCN - DSL Outage,Closed,03-Aug-2022 13:28
2346,HSCN - DSL Outage,Closed,01-Aug-2022 12:08
2347,HSCN - Slow Connection,Closed,30-Jul-2022 11:23
2348,HSCN - DSL Outage,Closed,30-Jul-2022 11:00
2349,HSCN - Intermitent Connection,Closed,30-Jul-2022 08:36
2350,HSCN - DSL Outage,Closed,30-Jul-2022 08:34
2351,HSCN - DSL Outage,Closed,29-Jul-2022 14:47
2352,HSCN - DSL Outage,Closed,29-Jul-2022 14:11
2353,HSCN - DSL Outage,Closed,29-Jul-2022 09:48
2354,HSCN - DSL Outage,Closed,28-Jul-2022 09:18
2355,HSCN - DSL Outage,Closed,27-Jul-2022 11:10
2356,HSCN - DSL Outage,Closed,27-Jul-2022 09:46
2357,HSCN - DSL Outage,Closed,26-Jul-2022 16:53
2358,HSCN connection down,Closed,26-Jul-2022 14:52
2359,HSCN - DSL Outage,Closed,26-Jul-2022 13:56
2360,HSCN - DSL Outage,Closed,26-Jul-2022 09:36
2361,HSCN-connection down,Closed,25-Jul-2022 15:23
2362,HSCN - DSL Slowness,Closed,23-Jul-2022 10:33
2363,HSCN - DSL Outage,Closed,22-Jul-2022 13:11
2364,HSCN - DSL Outage,Closed,21-Jul-2022 17:35
2365,HSCN - DSL Outage,Closed,21-Jul-2022 16:20
2366,HSCN - DSL Outage,Closed,21-Jul-2022 14:26
2367,HSCN MI - DSL Outage,Closed,20-Jul-2022 16:44
2368,HSCN - DSL Outage,Closed,20-Jul-2022 15:04
2369,MI - HSCN - DSL Outage,Closed,20-Jul-2022 15:00
2370,HSCN - DSL Outage,Closed,20-Jul-2022 14:53
2371,HSCN - DSL Outage,Closed,20-Jul-2022 14:51
2372,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:39
2373,HSCN - DSL Outage,Closed,20-Jul-2022 14:37
2374,HSCN - DSL Outage,Closed,20-Jul-2022 14:32
2375,HSCN - DSL Outage,Closed,20-Jul-2022 14:23
2376,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:20
2377,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:17
2378,HSCN - DSL Outage,Closed,20-Jul-2022 14:17
2379,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:15
2380,HSCN - DSL Outage,Closed,20-Jul-2022 14:13
2381,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:12
2382,MI - HSCN - DSL Outage,Closed,20-Jul-2022 14:11
2383,HSCN - DSL Outage,Closed,20-Jul-2022 14:08
2384,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:07
2385,MI - HSCN - DSL Outage,Closed,20-Jul-2022 14:06
2386,HSCN - DSL Outage,Closed,20-Jul-2022 14:04
2387,HSCN MI - DSL Outage,Closed,20-Jul-2022 14:02
2388,HSCN - DSL Outage,Closed,20-Jul-2022 13:59
2389,HSCN MI - Slow internet,Closed,20-Jul-2022 13:52
2390,HSCN - DSL Outage,Closed,20-Jul-2022 13:47
2391,HSCN MI - Slow internet,Closed,20-Jul-2022 13:19
2392,HSCN - DSL Outage,Closed,19-Jul-2022 17:23
2393,HSCN - DSL Outage,Closed,19-Jul-2022 12:50
2394,HSCN - DSL Outage,Closed,19-Jul-2022 11:20
2395,HSCN - DSL Outage,Closed,18-Jul-2022 17:59
2396,HSCN - DSL Outage,Closed,18-Jul-2022 17:30
2397,HSCN - DSL Outage,Closed,18-Jul-2022 17:10
2398,Proactive Check - HSCN / 3G,Closed,18-Jul-2022 15:13
2399,Proactive Check - HSCN / 3G,Closed,18-Jul-2022 15:10
2400,Proactive Checks - HSCN / 3G User,Closed,18-Jul-2022 15:06
2401,HSCN - DSL Outage,Closed,13-Jul-2022 09:11
2402,HSCN - DSL Outage,Closed,13-Jul-2022 08:37
2403,HSCN - DSL Outage,Closed,12-Jul-2022 16:56
2404,HSCN - DSL Outage,Closed,12-Jul-2022 13:40
2405,HSCN - DSL Outage,Closed,11-Jul-2022 15:21
2406,HSCN - DSL Outage,Closed,11-Jul-2022 08:23
2407,HSCN - DSL Outage,Closed,07-Jul-2022 12:30
2408,HSCN-connection down,Closed,06-Jul-2022 08:44
2409,HSCN - DSL Outage,Closed,30-Jun-2022 16:28
2410,HSCN - DSL Outage,Closed,29-Jun-2022 17:00
2411,HSCN - Intermittent Connection,Closed,29-Jun-2022 08:48
2412,HSCN - DSL Outage Investigation,Closed,28-Jun-2022 11:34
2413,HSCN - Speed Investigation,Closed,28-Jun-2022 11:33
2414,HSCN - DSL Outage,Closed,28-Jun-2022 09:37
2415,HSCN - DSL Outage,Closed,27-Jun-2022 10:40
2416,HSCN - DSL Outage,Closed,27-Jun-2022 09:44
2417,HSCN - DSL Outage,Closed,24-Jun-2022 11:18
2418,HSCN - DSL Outage,Closed,24-Jun-2022 09:31
2419,HSCN - DSL Outage,Closed,24-Jun-2022 09:17
2420,HSCN connection down,Closed,23-Jun-2022 17:24
2421,HSCN - DSL Outage 872873,Closed,22-Jun-2022 09:35
2422,HSCN - DSL Outage,Closed,21-Jun-2022 08:47
2423,HSCN - DSL Outage,Closed,21-Jun-2022 08:15
2424,HSCN - DSL Outage,Closed,21-Jun-2022 08:14
2425,HSCN - DSL Outage,Closed,21-Jun-2022 08:14
2426,HSCN - DSL Outage (Lloyds),Closed,20-Jun-2022 14:54
2427,HSCN - DSL Outage,Closed,20-Jun-2022 11:44
2428,HSCN - DSL Outage,Closed,20-Jun-2022 10:25
2429,HSCN - DSL Outage,Closed,20-Jun-2022 10:11
2430,HSCN - DSL Outage,Closed,20-Jun-2022 09:24
2431,HSCN - DSL Outage,Closed,18-Jun-2022 09:49
2432,HSCN - DSL Outage,Closed,17-Jun-2022 11:45
2433,HSCN - No Connection,Closed,17-Jun-2022 10:33
2434,HSCN - DSL Outage,Closed,17-Jun-2022 09:20
2435,OOH CALL - HSCN - DSL Outage,Closed,14-Jun-2022 19:38
2436,HSCN - DSL Outage,Closed,14-Jun-2022 18:06
2437,HSCN - DSL Outage,Closed,14-Jun-2022 09:18
2438,HSCN - DSL Outage,Closed,11-Jun-2022 09:21
2439,HSCN - Outage,Closed,10-Jun-2022 09:59
2440,HSCN - DSL Outage,Closed,09-Jun-2022 15:51
2441,HSCN - DSL Outage,Closed,09-Jun-2022 13:46
2442,HSCN - DSL Outage,Closed,09-Jun-2022 11:02
2443,HSCN - Intermittent Internet,Closed,09-Jun-2022 10:30
2444,HSCN - DSL Outage,Closed,08-Jun-2022 12:30
2445,HSCN - DSL Outage,Closed,08-Jun-2022 10:17
2446,HSCN - DSL Outage,Closed,08-Jun-2022 08:09
2447,HSCN - Possible outage,Closed,07-Jun-2022 09:27
2448,OOH CALL - HSCN - DSL Outage,Closed,06-Jun-2022 19:31
2449,HSCN - DSL Outage,Closed,30-May-2022 17:53
2450,HSCN - loss of connection,Closed,30-May-2022 16:52
2451,HSCN - DSL Outage,Closed,28-May-2022 09:45
2452,HSCN - DSL Outage,Closed,26-May-2022 13:32
2453,HSCN - DSL Outage,Closed,26-May-2022 12:43
2454,HSCN - DSL Outage,Closed,24-May-2022 09:03
2455,HSCN - Intermittent Outages,Closed,23-May-2022 11:59
2456,HSCN - DSL Outage reported by ISP,Closed,21-May-2022 10:54
2457,HSCN - Slow Connection,Closed,20-May-2022 11:17
2458,Lloyd's HSCN - Slow,Closed,19-May-2022 11:55
2459,HSCN - DSL Outage,Closed,18-May-2022 08:58
2460,HSCN - DSL Outage,Closed,16-May-2022 16:33
2461,HSCN - DSL Outage,Closed,14-May-2022 08:19
2462,HSCN - DSL Outage,Closed,13-May-2022 17:59
2463,HSCN - DSL Outage,Closed,09-May-2022 11:54
2464,HSCN - DSL Outage,Closed,09-May-2022 08:01
2465,HSCN - DSL Outage,Closed,07-May-2022 08:14
2466,HSCN - Engineer Visit Query,Closed,05-May-2022 17:24
2467,Site leaving - HSCN number request,Closed,05-May-2022 16:32
2468,HSCN - DSL Outage,Closed,29-Apr-2022 16:23
2469,HSCN - DSL Outage,Closed,28-Apr-2022 16:17
2470,HSCN - DSL Outage,Closed,28-Apr-2022 09:29
2471,HSCN - DSL Outage,Closed,27-Apr-2022 18:02
2472,HSCN - DSL Outage reported by ISP,Closed,27-Apr-2022 15:45
2473,HSCN - DSL Outage,Closed,27-Apr-2022 15:13
2474,HSCN - DSL Outage,Closed,27-Apr-2022 15:09
2475,HSCN - DSL Outage,Closed,26-Apr-2022 18:13
2476,HSCN - DSL Outage,Closed,26-Apr-2022 18:02
2477,HSCN - DSL Outage,Closed,25-Apr-2022 13:16
2478,HSCN - DSL Outage reported by ISP,Closed,25-Apr-2022 11:33
2479,HSCN - DSL Outage,Closed,25-Apr-2022 10:51
2480,HSCN - Slow Connection,Closed,21-Apr-2022 17:11
2481,HSCN - DSL Outage reported by ISP,Closed,21-Apr-2022 08:12
2482,HSCN - DSL Outage,Closed,14-Apr-2022 09:06
2483,HSCN - DSL Outage,Closed,13-Apr-2022 18:26
2484,HSCN - DSL Outage,Closed,13-Apr-2022 09:19
2485,HSCN - DSL Outage,Closed,13-Apr-2022 08:52
2486,HSCN connection down,Closed,12-Apr-2022 17:40
2487,HSCN - DSL Outage,Closed,12-Apr-2022 10:21
2488,HSCN - Intermittent,Closed,11-Apr-2022 08:59
2489,HSCN - DSL Outage,Closed,09-Apr-2022 15:14
2490,HSCN - DSL Outage,Closed,09-Apr-2022 15:12
2491,HSCN - DSL Outage,Closed,09-Apr-2022 08:43
2492,HSCN - DSL Outage reported by ISP,Closed,09-Apr-2022 08:38
2493,HSCN - DSL Outage reported by ISP,Closed,09-Apr-2022 08:29
2494,Complaint - HSCN/N3 issues & Other issues over last 3 months,Closed,07-Apr-2022 11:05
2495,HSCN - Speed Concerns,Closed,06-Apr-2022 16:07
2496,HSCN - Intermittent Connection,Closed,05-Apr-2022 15:16
2497,hscn - internet down no MHS connection,Closed,05-Apr-2022 14:10
2498,Client 1 - No HSCN,Closed,04-Apr-2022 09:10
2499,HSCN - DSL Outage,Closed,04-Apr-2022 08:27
2500,HSCN - Slowness,Closed,01-Apr-2022 11:22
2501,HSCN - DSL Outage,Closed,01-Apr-2022 09:23
2502,HSCN - DSL Outage,Closed,31-Mar-2022 11:55
2503,HSCN - DSL Outage,Closed,31-Mar-2022 10:50
2504,HSCN - Speed concerns,Closed,31-Mar-2022 10:05
2505,HSCN - DSL Outage,Closed,31-Mar-2022 09:15
2506,Client 12 - No HSCN,Closed,31-Mar-2022 08:41
2507,HSCN connection down,Closed,30-Mar-2022 17:30
2508,HSCN - DSL Outage,Closed,30-Mar-2022 10:06
2509,HSCN - DSL Outage,Closed,29-Mar-2022 17:24
2510,HSCN - Offline,Closed,29-Mar-2022 15:00
2511,HSCN - DSL Outage,Closed,28-Mar-2022 16:41
2512,HSCN - No Connection,Closed,28-Mar-2022 09:58
2513,HSCN - DSL Outage,Closed,28-Mar-2022 08:34
2514,HSCN - DSL Outage,Closed,28-Mar-2022 08:31
2515,HSCN - DSL Outage,Closed,27-Mar-2022 09:56
2516,HSCN - DSL Outage,Closed,27-Mar-2022 09:51
2517,HSCN - Intermittent Connection,Closed,27-Mar-2022 09:49
2518,HSCN - Intermittent Connection,Closed,27-Mar-2022 09:47
2519,HSCN - DSL Outage,Closed,27-Mar-2022 09:43
2520,HSCN - DSL Outage,Closed,25-Mar-2022 15:28
2521,HSCN - No Connection,Closed,24-Mar-2022 14:42
2522,HSCN - DSL Outage,Closed,24-Mar-2022 11:40
2523,HSCN - Speed Issue,Closed,23-Mar-2022 10:11
2524,HSCN - Intermittent Connection,Closed,23-Mar-2022 10:11
2525,HSCN - DSL Slowness,Closed,23-Mar-2022 09:21
2526,HSCN - Reported slow speed,Closed,22-Mar-2022 11:28
2527,HSCN - No Internet Connection,Closed,22-Mar-2022 10:13
2528,HSCN connection down,Closed,22-Mar-2022 08:49
2529,HSCN - Query,Closed,22-Mar-2022 08:32
2530,HSCN Down - Raised by User,Closed,16-Mar-2022 09:03
2531,HSCN - DSL Outage,Closed,15-Mar-2022 11:48
2532,HSCN - DSL Outage,Closed,15-Mar-2022 10:41
2533,HSCN - URL unlock,Closed,14-Mar-2022 14:27
2534,HSCN - Intermittent DSL,Closed,14-Mar-2022 10:09
2535,HSCN - DSL Outage,Closed,11-Mar-2022 10:08
2536,HSCN - DSL Outage,Closed,11-Mar-2022 08:54
2537,HSCN - DSL Outage - Reported by ISP,Closed,10-Mar-2022 15:35
2538,HSCN - DSL Outage,Closed,08-Mar-2022 08:52
2539,HSCN connection down,Closed,07-Mar-2022 13:32
2540,HSCN - DSL Outage,Closed,03-Mar-2022 16:57
2541,HSCN Intermittent - Raised by User,Closed,03-Mar-2022 09:24
2542,HSCN - DSL Outage,Closed,02-Mar-2022 14:08
2543,HSCN - DSL Outage,Closed,02-Mar-2022 13:56
2544,HSCN - DSL Outage,Closed,02-Mar-2022 13:38
2545,HSCN - DSL Outage,Closed,02-Mar-2022 13:32
2546,HSCN - DSL Outage,Closed,02-Mar-2022 09:56
2547,HSCN -  No Connection,Closed,02-Mar-2022 08:34
2548,HSCN no connection,Closed,01-Mar-2022 11:36
2549,HSCN-slow connection,Closed,01-Mar-2022 10:42
2550,HSCN - DSL Outage,Closed,28-Feb-2022 17:05
2551,HSCN-connection down,Closed,28-Feb-2022 10:04
2552,HSCN - DSL Outage,Closed,25-Feb-2022 10:37
2553,HSCN is connection down,Closed,24-Feb-2022 13:53
2554,HSCN - DSL Outage,Closed,24-Feb-2022 10:57
2555,HSCN - DSL Outage,Closed,23-Feb-2022 16:19
2556,HSCN - DSL Outage,Closed,23-Feb-2022 15:22
2557,HSCN - No Connection,Closed,23-Feb-2022 10:50
2558,Internet/HSCN - Unable to Access Portals and NHS Email,Closed,23-Feb-2022 09:26
2559,HSCN - Slow Connection,Closed,22-Feb-2022 17:56
2560,HSCN - No Connection,Closed,22-Feb-2022 10:39
2561,HSCN - DSL Outage,Closed,21-Feb-2022 13:56
2562,HSCN Down - Raised by ISP,Closed,21-Feb-2022 07:57
2563,HSCN Down - Raised by ISP,Closed,21-Feb-2022 07:52
2564,HSCN - DSL Outage by ISP,Closed,19-Feb-2022 10:46
2565,HSCN - DSL Outage,Closed,18-Feb-2022 13:55
2566,HSCN - Slow Internet,Closed,18-Feb-2022 13:42
2567,HSCN-no connection,Closed,18-Feb-2022 11:45
2568,HSCN connection down,Closed,18-Feb-2022 08:43
2569,HSCN - Frequent loss of ADSL,Closed,17-Feb-2022 11:12
2570,HSCN - DSL Outage,Closed,16-Feb-2022 17:40
2571,HSCN - DSL Outage,Closed,16-Feb-2022 09:25
2572,HSCN connection down,Closed,15-Feb-2022 11:09
2573,HSCN - No Internet,Closed,11-Feb-2022 13:06
2574,HSCN - DSL Outage,Closed,11-Feb-2022 12:41
2575,HSCN - No Connection,Closed,09-Feb-2022 17:36
2576,HSCN-no connection,Closed,09-Feb-2022 14:44
2577,HSCN - DSL Outage,Closed,09-Feb-2022 12:06
2578,HSCN Down - Raised by User,Closed,09-Feb-2022 10:28
2579,HSCN - DSL Outage,Closed,09-Feb-2022 10:25
2580,HSCN - DSL Outage,Closed,08-Feb-2022 14:36
2581,HSCN - No Connection,Closed,08-Feb-2022 13:53
2582,HSCN - Slow Speed,Closed,07-Feb-2022 17:28
2583,HSCN connection down,Closed,07-Feb-2022 14:42
2584,HSCN - Slow speed,Closed,07-Feb-2022 14:18
2585,HSCN - DSL Outage,Closed,07-Feb-2022 14:10
2586,"HSCN - DSL Outage, Client",Closed,07-Feb-2022 10:11
2587,HSCN - DSL Outage,Closed,04-Feb-2022 13:48
2588,HSCN- Intermittent connection,Closed,04-Feb-2022 12:15
2589,HSCN - DSL Outage,Closed,04-Feb-2022 09:16
2590,HSCN - DSL Outage,Closed,03-Feb-2022 08:35
2591,HSCN Down - Raised by ISP,Closed,03-Feb-2022 07:55
2592,HSCN - Slow Internet,Closed,02-Feb-2022 14:44
2593,HSCN - DSL Outage,Closed,02-Feb-2022 10:43
2594,HSCN - Intermittent Connection,Closed,02-Feb-2022 09:19
2595,HSCN - Issues,Closed,02-Feb-2022 09:12
2596,HSCN Down - Raised by ISP,Closed,02-Feb-2022 08:03
2597,HSCN connection slow,Closed,01-Feb-2022 13:51
2598,HSCN - DSL Outage,Closed,01-Feb-2022 10:05
2599,HSCN - DSL Outage,Closed,01-Feb-2022 09:28
2600,HSCN - DSL Outage,Closed,01-Feb-2022 09:22
2601,HSCN - DSL Outage,Closed,01-Feb-2022 08:26
2602,HSCN Down - Raised by ISP,Closed,01-Feb-2022 08:02
2603,HSCN Down - Raised by ISP,Closed,01-Feb-2022 08:01
2604,3G Conenction Intermittent - HSCN DSL loss,Closed,31-Jan-2022 12:22
2605,HSCN-no connection,Closed,31-Jan-2022 12:16
2606,HSCN - DSL Outage,Closed,31-Jan-2022 09:31
2607,HSCN - DSL Outage,Closed,31-Jan-2022 09:30
2608,HSCN - DSL Outage,Closed,31-Jan-2022 08:53
2609,HSCN - DSL Outage,Closed,31-Jan-2022 08:43
2610,HSCN - DSL Outage,Closed,31-Jan-2022 08:42
2611,HSCN - DSL Outage,Closed,31-Jan-2022 08:41
2612,HSCN - DSL Outage,Closed,31-Jan-2022 08:37
2613,HSCN - DSL Outage,Closed,31-Jan-2022 08:35
