,Incident Summary,State,Open Date
894,HSCN - Internet Outage,Closed,13-Jun-2023 10:33
895,HSCN - Internet Outage,Closed,13-Jun-2023 10:19
896,HSCN - Slow / Degraded Performance,Closed,13-Jun-2023 09:51
897,HSCN - Slow / Degraded Performance,Closed,13-Jun-2023 09:41
898,HSCN - Internet Outage,Closed,12-Jun-2023 18:13
899,HSCN - Slow / Degraded Performance,Closed,12-Jun-2023 17:27
900,HSCN - Internet Outage,Closed,12-Jun-2023 17:25
901,HSCN - Intermittent Outage,Closed,12-Jun-2023 17:23
902,HSCN - Internet Outage,Closed,12-Jun-2023 17:18
903,HSCN - Internet Outage,Closed,12-Jun-2023 11:36
904,HSCN - Internet Outage - Client 1,Closed,12-Jun-2023 11:31
905,HSCN - Slow / Degraded Performance,Closed,12-Jun-2023 10:28
906,HSCN - Intermittent Outage,Closed,12-Jun-2023 08:28
907,HSCN - Internet Outage,Closed,12-Jun-2023 08:27
908,HSCN - Internet Outage,Closed,12-Jun-2023 08:26
909,HSCN - Internet Outage,Closed,12-Jun-2023 08:23
910,HSCN - Intermittent Outage,Closed,12-Jun-2023 08:22
911,HSCN - Internet Outage,Closed,09-Jun-2023 15:36
912,HSCN - Slow / Degraded Performance,Closed,09-Jun-2023 12:43
913,HSCN - Slow / Degraded Performance,Closed,09-Jun-2023 11:27
914,HSCN - Slow / Degraded Performance,Closed,09-Jun-2023 11:20
915,HSCN - Internet Outage,Closed,09-Jun-2023 10:06
916,HSCN - Internet Outage,Closed,09-Jun-2023 10:00
917,HSCN - Intermittent Outage,Closed,09-Jun-2023 08:09
918,HSCN - Internet Outage,Closed,09-Jun-2023 08:07
919,HSCN - Internet Outage,Closed,09-Jun-2023 08:06
920,HSCN - Internet Outage,Closed,08-Jun-2023 10:54
921,HSCN - Internet Outage,Closed,08-Jun-2023 08:44
922,HSCN - Internet Outage,Closed,08-Jun-2023 08:42
923,HSCN - Internet Outage,Closed,08-Jun-2023 07:57
924,HSCN - Internet Outage,Closed,08-Jun-2023 07:56
925,HSCN - Internet Outage,Closed,07-Jun-2023 14:01
926,HSCN - Slow / Degraded Performance,Closed,07-Jun-2023 12:28
927,HSCN - Internet Outage,Closed,07-Jun-2023 11:32
928,HSCN - Internet Outage,Closed,07-Jun-2023 11:29
929,HSCN - Internet Outage,Closed,07-Jun-2023 07:41
930,HSCN - Internet Outage,Closed,06-Jun-2023 15:24
931,HSCN - Internet Outage,Closed,06-Jun-2023 15:22
932,HSCN - Intermittent Outage,Closed,06-Jun-2023 15:19
933,HSCN - Intermittent Outage,Closed,06-Jun-2023 15:16
934,HSCN - Intermittent Outage,Closed,06-Jun-2023 15:12
935,HSCN - Intermittent Outage,Closed,06-Jun-2023 14:46
936,HSCN - Internet Outage,Closed,06-Jun-2023 14:43
937,HSCN - Internet Outage,Closed,06-Jun-2023 14:41
938,HSCN - Internet Outage,Closed,06-Jun-2023 10:29
939,HSCN - Internet Outage,Closed,06-Jun-2023 08:53
940,HSCN - Intermittent Outage,Closed,05-Jun-2023 15:30
941,HSCN - Intermittent Outage,Closed,05-Jun-2023 11:53
942,HSCN - Intermittent Outage,Closed,05-Jun-2023 11:20
943,HSCN - Internet Outage,Closed,05-Jun-2023 11:18
944,HSCN - Internet Outage,Closed,05-Jun-2023 10:20
945,HSCN - Internet Outage,Closed,05-Jun-2023 09:43
946,HSCN - Internet Outage,Closed,05-Jun-2023 08:10
947,HSCN - Internet Outage,Closed,02-Jun-2023 17:02
948,HSCN - Internet Outage,Closed,02-Jun-2023 16:35
949,HSCN - Internet Outage,Closed,02-Jun-2023 14:39
950,HSCN - Internet Outage,Closed,02-Jun-2023 10:58
951,HSCN - Internet Outage,Closed,02-Jun-2023 10:27
952,HSCN - Internet Outage,Closed,01-Jun-2023 17:42
953,HSCN - Intermittent Outage,Closed,01-Jun-2023 14:10
954,HSCN - Slow / Degraded Performance,Closed,01-Jun-2023 11:38
955,HSCN - Possible Early Life Failure,Closed,01-Jun-2023 10:33
956,HSCN - Intermittent Outage,Closed,01-Jun-2023 10:25
957,HSCN - Slow / Degraded Performance,Closed,01-Jun-2023 10:20
958,HSCN - Intermittent Outage,Closed,01-Jun-2023 10:16
959,HSCN - Internet Outage,Closed,01-Jun-2023 10:05
960,HSCN - Internet Outage,Closed,01-Jun-2023 09:59
961,HSCN - Internet Outage,Closed,01-Jun-2023 09:51
962,HSCN - Internet Outage,Closed,01-Jun-2023 09:46
963,HSCN - Internet Outage,Closed,01-Jun-2023 09:44
964,HSCN - Internet Outage,Closed,01-Jun-2023 09:43
965,HSCN - Internet Outage,Closed,01-Jun-2023 08:53
966,HSCN - Internet Outage,Closed,31-May-2023 17:47
967,HSCN - Server Offline,Closed,31-May-2023 14:26
968,HSCN - Internet Outage,Closed,31-May-2023 10:35
969,HSCN - Slow / Degraded Performance,Closed,31-May-2023 10:18
970,HSCN - Intermittent Outage,Closed,31-May-2023 09:55
971,HSCN - Internet Outage,Closed,31-May-2023 09:30
972,HSCN - DSL Outage,Closed,31-May-2023 09:06
973,HSCN - Internet Outage,Closed,31-May-2023 08:31
974,HSCN - Internet Outage,Closed,30-May-2023 12:06
975,HSCN - Intermittent Outage,Closed,30-May-2023 11:42
976,HSCN - Internet Outage,Closed,30-May-2023 11:40
977,HSCN - Internet Outage,Closed,30-May-2023 11:37
978,HSCN - Internet Outage,Closed,30-May-2023 11:34
979,HSCN - Intermittent Outage,Closed,30-May-2023 11:31
980,HSCN - Internet Outage,Closed,30-May-2023 11:28
981,HSCN - Internet Outage,Closed,30-May-2023 11:25
982,HSCN - Internet Outage,Closed,30-May-2023 11:19
983,HSCN - Slow / Degraded Performance,Closed,30-May-2023 11:17
984,HSCN - Intermittent Outage,Closed,30-May-2023 11:15
985,HSCN - Internet Outage,Closed,30-May-2023 11:14
986,HSCN - Internet Outage,Closed,30-May-2023 11:11
987,HSCN - Intermittent Outage,Closed,30-May-2023 11:10
988,HSCN - Internet Outage,Closed,30-May-2023 11:08
989,HSCN - Internet Outage,Closed,30-May-2023 11:07
990,HSCN - Internet Outage,Closed,30-May-2023 11:05
991,HSCN -Query,Closed,30-May-2023 10:18
992,HSCN - Internet Outage,Closed,30-May-2023 09:14
993,HSCN - Internet Outage - C4 olnly,Closed,30-May-2023 09:05
994,HSCN - Internet Issue (website),Closed,27-May-2023 11:25
995,HSCN - Internet Outage,Closed,27-May-2023 09:14
996,HSCN - Slow / Degraded Performance,Closed,26-May-2023 14:12
997,HSCN - Internet Outage,Closed,26-May-2023 13:25
998,HSCN - Internet Outage,Closed,26-May-2023 10:36
999,HSCN - Internet Outage,Closed,26-May-2023 10:35
1000,HSCN - Internet Outage,Closed,25-May-2023 14:54
1001,HSCN - Internet Outage,Closed,25-May-2023 13:22
1002,HSCN - Intermittent Outage,Closed,25-May-2023 12:53
1003,HSCN - Internet Outage,Closed,25-May-2023 12:50
1004,HSCN - Internet Outage,Closed,25-May-2023 10:46
1005,HSCN - Internet Outage,Closed,25-May-2023 08:17
1006,HSCN - Internet Outage - On 3G,Closed,24-May-2023 13:53
1007,HSCN - Internet Outage,Closed,24-May-2023 13:47
1008,HSCN - Internet Outage,Closed,24-May-2023 13:30
1009,HSCN - Internet Outage,Closed,24-May-2023 08:36
1010,HSCN - Internet Outage,Closed,24-May-2023 08:34
1011,HSCN - Intermittent Outage,Closed,24-May-2023 08:29
1012,HSCN - Internet Outage,Closed,24-May-2023 08:26
1013,HSCN - Intermittent Outage,Closed,24-May-2023 08:25
1014,HSCN - Slow / Degraded Performance,Closed,23-May-2023 17:56
1015,HSCN - Internet Outage,Closed,23-May-2023 11:52
1016,HSCN - Internet Outage,Closed,23-May-2023 09:17
1017,HSCN - Internet Outage,Closed,23-May-2023 09:08
1018,HSCN - Internet Outage,Closed,23-May-2023 08:20
1019,HSCN - Internet Outage,Closed,23-May-2023 08:18
1020,HSCN - Internet Outage,Closed,22-May-2023 17:47
1021,HSCN - Internet Outage,Closed,22-May-2023 16:24
1022,HSCN - Internet Outage,Closed,22-May-2023 15:16
1023,HSCN - Internet Outage MSO,Closed,22-May-2023 11:52
1024,HSCN - Internet Outage,Closed,22-May-2023 10:58
1025,HSCN - Slow / Degraded Performance,Closed,22-May-2023 10:35
1026,HSCN - Internet Outage,Closed,22-May-2023 09:03
1027,HSCN - Internet Outage,Closed,19-May-2023 16:24
1028,HSCN - Internet Outage,Closed,19-May-2023 16:16
1029,HSCN - Intermittent Outage,Closed,19-May-2023 15:37
1030,HSCN - Intermittent Outage,Closed,19-May-2023 15:15
1031,HSCN - Intermittent Outage,Closed,19-May-2023 12:59
1032,HSCN - Intermittent Outage,Closed,19-May-2023 12:58
1033,HSCN - Intermittent Outage,Closed,19-May-2023 12:57
1034,HSCN - Intermittent Outage,Closed,19-May-2023 12:51
1035,HSCN - Intermittent Outage,Closed,19-May-2023 12:39
1036,HSCN - Intermittent Outage,Closed,19-May-2023 12:37
1037,HSCN - Internet Outage,Closed,19-May-2023 12:29
1038,HSCN - Intermittent Outage,Closed,19-May-2023 12:23
1039,HSCN - Internet Outage,Closed,19-May-2023 11:42
1040,HSCN - Internet Outage,Closed,19-May-2023 11:13
1041,HSCN - Internet Outage,Closed,19-May-2023 11:12
1042,HSCN - Internet Outage,Closed,19-May-2023 11:11
1043,HSCN - Intermittent Outage,Closed,19-May-2023 10:32
1044,HSCN - Internet Outage,Closed,18-May-2023 15:24
1045,HSCN - Slow / Degraded Performance,Closed,18-May-2023 13:59
1046,HSCN - Internet Outage,Closed,18-May-2023 09:30
1047,HSCN - Internet Outage,Closed,17-May-2023 15:33
1048,HSCN - Slow / Degraded Performance,Closed,16-May-2023 17:28
1049,HSCN - Internet Outage,Closed,15-May-2023 14:35
1050,HSCN - Intermittent Outage,Closed,15-May-2023 10:21
1051,HSCN - Internet Outage,Closed,15-May-2023 09:50
1052,HSCN - Slow / Degraded Performance,Closed,15-May-2023 09:32
1053,HSCN - Internet Outage,Closed,11-May-2023 14:52
1054,HSCN - Internet Outage,Closed,11-May-2023 14:25
1055,HSCN - Intermittent Outage,Closed,11-May-2023 13:01
1056,HSCN - Slow / Degraded Performance,Closed,11-May-2023 12:09
1057,HSCN - Intermittent Outage,Closed,11-May-2023 08:35
1058,HSCN - Internet Outage,Closed,11-May-2023 08:20
1059,HSCN - Internet Outage,Closed,11-May-2023 08:17
1060,HSCN - Intermittent Outage,Closed,10-May-2023 17:22
1061,HSCN - Slow / Degraded Performance,Closed,10-May-2023 16:14
1062,HSCN - Slow / Degraded Performance,Closed,10-May-2023 13:54
1063,HSCN - Internet Outage,Closed,09-May-2023 17:39
1064,HSCN - Internet Outage,Closed,09-May-2023 15:29
1065,HSCN - Internet Outage,Closed,09-May-2023 13:26
1066,HSCN - Intermittent Outage,Closed,09-May-2023 13:21
1067,HSCN - Internet Outage,Closed,09-May-2023 11:03
1068,HSCN - Internet Outage,Closed,09-May-2023 10:59
1069,HSCN - Internet Outage,Closed,09-May-2023 10:57
1070,HSCN - Internet Outage,Closed,09-May-2023 09:33
1071,HSCN - Internet Outage,Closed,09-May-2023 08:47
1072,HSCN - Internet Outage,Closed,09-May-2023 08:33
1073,HSCN - Internet Outage,Closed,09-May-2023 08:24
1074,HSCN - Slow / Degraded Performance,Closed,09-May-2023 08:05
1075,HSCN - Internet Outage,Closed,09-May-2023 08:03
1076,HSCN - Internet Outage,Closed,05-May-2023 17:47
1077,HSCN - Internet Outage,Closed,05-May-2023 11:26
1078,HSCN - Internet Outage,Closed,05-May-2023 10:59
1079,HSCN - Internet Outage,Closed,04-May-2023 18:33
1080,HSCN - Internet Outage,Closed,04-May-2023 13:13
1081,HSCN - Internet Outage,Closed,04-May-2023 10:40
1082,HSCN - Internet Outage,Closed,04-May-2023 10:29
1083,HSCN - Internet Outage,Closed,04-May-2023 09:14
1084,HSCN - Internet Outage,Closed,04-May-2023 09:05
1085,HSCN - Internet Outage,Closed,03-May-2023 11:46
1086,HSCN - Internet Outage,Closed,03-May-2023 10:47
1087,HSCN - Internet Outage,Closed,03-May-2023 09:29
1088,HSCN - Internet Outage,Closed,02-May-2023 16:47
1089,HSCN - Slow / Degraded Performance,Closed,02-May-2023 15:56
1090,HSCN - Intermittent Outage,Closed,02-May-2023 13:13
1091,HSCN - Intermittent Outage,Closed,02-May-2023 13:09
1092,HSCN - Intermittent Outage,Closed,02-May-2023 13:06
1093,HSCN - Internet Outage,Closed,02-May-2023 11:44
1094,HSCN - Internet Outage,Closed,02-May-2023 11:42
1095,HSCN - Internet Outage,Closed,02-May-2023 11:38
1096,HSCN - Intermittent Outage,Closed,02-May-2023 11:34
1097,HSCN - Internet Outage,Closed,02-May-2023 11:33
1098,HSCN - Internet Outage,Closed,02-May-2023 11:00
1099,HSCN - Intermittent Outage,Closed,01-May-2023 13:27
1100,HSCN - Intermittent Outage,Closed,29-Apr-2023 08:33
1101,HSCN - Internet Outage,Closed,28-Apr-2023 14:29
1102,HSCN - Internet Outage,Closed,28-Apr-2023 13:10
1103,HSCN - DSL Outage,Closed,28-Apr-2023 09:32
1104,HSCN - Internet Outage,Closed,28-Apr-2023 08:37
1105,HSCN - Internet Outage,Closed,28-Apr-2023 08:35
1106,HSCN - Internet Outage,Closed,28-Apr-2023 08:33
1107,HSCN - Internet Outage,Closed,27-Apr-2023 18:17
1108,HSCN - Internet Outage,Closed,27-Apr-2023 15:50
1109,HSCN - Intermittent Outage,Closed,27-Apr-2023 15:47
1110,HSCN - Intermittent Outage,Closed,27-Apr-2023 15:41
1111,HSCN - Internet Outage,Closed,27-Apr-2023 15:29
1112,HSCN - Internet Outage,Closed,27-Apr-2023 15:07
1113,HSCN - Intermittent Outage,Closed,27-Apr-2023 12:58
1114,HSCN - Slow / Degraded Performance,Closed,27-Apr-2023 12:54
1115,HSCN - Internet Outage,Closed,27-Apr-2023 12:21
1116,HSCN - Internet Outage,Closed,27-Apr-2023 11:23
1117,HSCN - Internet Outage,Closed,27-Apr-2023 11:13
1118,HSCN - Internet Outage,Closed,27-Apr-2023 10:36
1119,HSCN - Internet Outage,Closed,27-Apr-2023 09:09
1120,HSCN - Internet Outage,Closed,27-Apr-2023 08:58
1121,HSCN - Internet Outage,Closed,27-Apr-2023 08:46
1122,HSCN - Slow / Degraded Performance,Closed,27-Apr-2023 08:46
1123,HSCN - Internet Outage,Closed,27-Apr-2023 08:42
1124,HSCN - Internet Outage,Closed,26-Apr-2023 18:34
1125,HSCN - Intermittent Outage,Closed,25-Apr-2023 14:03
1126,HSCN - Internet Outage,Closed,25-Apr-2023 13:43
1127,HSCN - Slow / Degraded Performance,Closed,25-Apr-2023 13:31
1128,HSCN - Internet Outage,Closed,25-Apr-2023 13:01
1129,HSCN - Intermittent Outage,Closed,25-Apr-2023 11:47
1130,HSCN - Intermittent Outage,Closed,25-Apr-2023 11:43
1131,HSCN - Slow / Degraded Performance c1,Closed,25-Apr-2023 11:06
1132,HSCN - Intermittent Outage,Closed,25-Apr-2023 09:26
1133,HSCN - Internet Outage,Closed,25-Apr-2023 09:25
1134,HSCN - Internet Outage,Closed,24-Apr-2023 14:05
1135,HSCN - Intermittent Outage,Closed,24-Apr-2023 11:32
1136,HSCN - Wi-Fi issue - Voicemail,Closed,24-Apr-2023 10:17
1137,HSCN - Slow / Degraded Performance,Closed,24-Apr-2023 09:55
1138,HSCN - Internet Outage,Closed,24-Apr-2023 09:04
1139,HSCN - Internet Outage,Closed,24-Apr-2023 08:58
1140,HSCN - Internet Outage,Closed,24-Apr-2023 08:58
1141,HSCN - Internet Outage,Closed,24-Apr-2023 08:46
1142,HSCN - Internet Outage,Closed,24-Apr-2023 08:32
1143,HSCN - Internet Outage,Closed,24-Apr-2023 08:30
1144,HSCN - Internet Outage,Closed,24-Apr-2023 08:23
1145,HSCN - Internet Outage,Closed,24-Apr-2023 08:08
1146,HSCN - Slow / Degraded Performance,Closed,21-Apr-2023 15:27
1147,HSCN - Internet Outage,Closed,21-Apr-2023 12:23
1148,HSCN - Unable to download scripts - No spine connection,Closed,20-Apr-2023 16:40
1149,HSCN - Internet Outage,Closed,20-Apr-2023 16:34
1150,HSCN - Internet Outage,Closed,20-Apr-2023 16:29
1151,HSCN - Internet Outage,Closed,20-Apr-2023 16:02
1152,HSCN - Internet Outage,Closed,20-Apr-2023 15:22
1153,HSCN - Internet Outage,Closed,20-Apr-2023 14:50
1154,HSCN - Slow / Degraded Performance,Closed,20-Apr-2023 14:45
1155,HSCN - Internet Outage,Closed,20-Apr-2023 12:17
1156,HSCN - Internet Outage,Closed,20-Apr-2023 11:38
1157,HSCN - Intermittent Outage,Closed,20-Apr-2023 11:25
1158,HSCN - Internet Outage,Closed,20-Apr-2023 11:23
1159,HSCN - Internet Outage,Closed,20-Apr-2023 10:57
1160,HSCN - Internet Outage,Closed,20-Apr-2023 10:55
1161,HSCN - Internet Outage,Closed,20-Apr-2023 10:39
1162,HSCN - Intermittent Outage,Closed,20-Apr-2023 10:05
1163,HSCN - Internet Outage,Closed,20-Apr-2023 10:01
1164,HSCN - Slow / Degraded Performance,Closed,19-Apr-2023 16:05
1165,HSCN - Intermittent Outage,Closed,19-Apr-2023 15:49
1166,HSCN - Internet Outage,Closed,19-Apr-2023 15:37
1167,HSCN - Slow / Degraded Performance,Closed,19-Apr-2023 15:36
1168,HSCN - Intermittent Outage,Closed,19-Apr-2023 15:34
1169,HSCN - Internet Outage,Closed,19-Apr-2023 14:03
1170,HSCN - Intermittent Outage,Closed,19-Apr-2023 10:47
1171,HSCN - Intermittent Outage,Closed,19-Apr-2023 10:45
1172,HSCN - Intermittent Outage,Closed,19-Apr-2023 08:54
1173,HSCN - Internet Outage,Closed,19-Apr-2023 08:47
1174,HSCN - Internet Outage,Closed,19-Apr-2023 08:36
1175,HSCN - Internet Outage,Closed,19-Apr-2023 08:34
1176,HSCN - Internet Outage,Closed,19-Apr-2023 08:32
1177,HSCN - Internet Outage,Closed,18-Apr-2023 17:48
1178,HSCN - Slow / Degraded Performance,Closed,18-Apr-2023 17:19
1179,HSCN - Intermittent Outage,Closed,18-Apr-2023 16:59
1180,HSCN - Internet Outage,Closed,18-Apr-2023 11:01
1181,HSCN - Internet Outage,Closed,18-Apr-2023 08:54
1182,HSCN - Internet Outage,Closed,17-Apr-2023 16:46
1183,HSCN - Intermittent Outage,Closed,17-Apr-2023 16:43
1184,HSCN - Intermittent Outage,Closed,17-Apr-2023 16:40
1185,HSCN - Internet Outage,Closed,17-Apr-2023 16:39
1186,HSCN - Internet Outage,Closed,17-Apr-2023 16:37
1187,HSCN - Internet Outage,Closed,17-Apr-2023 15:11
1188,HSCN - Internet Outage,Closed,17-Apr-2023 09:49
1189,HSCN - Internet Outage,Closed,17-Apr-2023 09:01
1190,HSCN - Intermittent Outage,Closed,17-Apr-2023 08:54
1191,HSCN - Intermittent Outage,Closed,17-Apr-2023 08:52
1192,HSCN - Intermittent Outage,Closed,17-Apr-2023 08:50
1193,HSCN - Internet Outage,Closed,17-Apr-2023 08:48
1194,HSCN - Internet Outage,Closed,17-Apr-2023 08:43
1195,HSCN - Internet Outage,Closed,17-Apr-2023 08:39
1196,HSCN - Internet Outage,Closed,15-Apr-2023 10:18
1197,HSCN - Slow / Degraded Performance,Closed,14-Apr-2023 12:05
1198,HSCN - Internet Outage,Closed,14-Apr-2023 09:26
1199,HSCN - Internet Outage,Closed,13-Apr-2023 12:34
1200,HSCN - Slow / Degraded Performance,Closed,13-Apr-2023 10:39
1201,HSCN - Internet Outage,Closed,13-Apr-2023 10:27
1202,HSCN - Internet Outage,Closed,13-Apr-2023 08:35
1203,HSCN - Intermittent Outage,Closed,13-Apr-2023 08:31
1204,HSCN - Slow / Degraded Performance,Closed,12-Apr-2023 16:36
1205,HSCN - Internet Outage,Closed,12-Apr-2023 15:49
1206,HSCN - Internet Outage,Closed,12-Apr-2023 14:40
1207,HSCN - Internet Outage,Closed,12-Apr-2023 11:14
1208,HSCN - Internet Outage,Closed,12-Apr-2023 10:03
1209,HSCN - Internet Outage,Closed,12-Apr-2023 08:55
1210,HSCN - Internet Outage,Closed,12-Apr-2023 08:17
1211,HSCN - Internet Outage,Closed,11-Apr-2023 12:54
1212,HSCN - Internet Outage,Closed,11-Apr-2023 11:22
1213,HSCN - Internet Outage,Closed,11-Apr-2023 11:22
1214,HSCN - Internet Outage,Closed,11-Apr-2023 09:57
1215,HSCN - Internet Outage,Closed,06-Apr-2023 13:39
1216,HSCN - Internet Outage,Closed,06-Apr-2023 13:32
1217,HSCN - Intermittent Outage,Closed,06-Apr-2023 13:30
1218,HSCN - Intermittent Outage,Closed,06-Apr-2023 13:26
1219,HSCN - Intermittent Outage,Closed,06-Apr-2023 13:07
1220,HSCN - Internet Outage,Closed,06-Apr-2023 11:15
1221,HSCN - Internet Outage,Closed,06-Apr-2023 08:14
1222,HSCN - Internet Outage,Closed,05-Apr-2023 16:54
1223,HSCN - Intermittent Outage,Closed,05-Apr-2023 16:29
1224,HSCN - Internet Outage,Closed,05-Apr-2023 16:04
1225,HSCN - Slow / Degraded Performance,Closed,05-Apr-2023 12:53
1226,HSCN - Internet Outage,Closed,05-Apr-2023 11:28
1227,HSCN - Internet Outage,Closed,05-Apr-2023 11:25
1228,HSCN - Server offline,Closed,05-Apr-2023 10:06
1229,HSCN - Internet Outage,Closed,04-Apr-2023 14:46
1230,HSCN - Intermittent Outage,Closed,04-Apr-2023 11:02
1231,HSCN - Internet Outage,Closed,04-Apr-2023 09:47
1232,HSCN - Internet Outage,Closed,03-Apr-2023 17:06
1233,HSCN - Internet Outage,Closed,03-Apr-2023 10:45
1234,HSCN - Internet Outage,Closed,03-Apr-2023 08:37
1235,HSCN - Intermittent Outage,Closed,03-Apr-2023 08:06
1236,HSCN - Internet Outage,Closed,03-Apr-2023 08:05
1237,HSCN - Internet Outage,Closed,03-Apr-2023 08:02
1238,HSCN - Intermittent Outage,Closed,01-Apr-2023 11:18
1239,HSCN - Slow / Degraded Performance,Closed,01-Apr-2023 11:18
1240,HSCN - Intermittent Outage,Closed,01-Apr-2023 11:17
1241,HSCN - Internet Outage,Closed,01-Apr-2023 11:15
1242,HSCN - Internet Outage,Closed,01-Apr-2023 11:14
1243,HSCN - Intermittent Outage,Closed,31-Mar-2023 11:50
1244,HSCN - Internet Outage,Closed,31-Mar-2023 10:33
1245,HSCN - Internet Outage,Closed,31-Mar-2023 10:14
1246,HSCN - Internet Outage,Closed,31-Mar-2023 10:01
1247,HSCN - Internet Outage,Closed,31-Mar-2023 08:24
1248,HSCN - Repeat Issue,Closed,30-Mar-2023 10:38
1249,HSCN - Internet Outage,Closed,30-Mar-2023 10:29
1250,HSCN - Internet Outage,Closed,30-Mar-2023 10:25
1251,HSCN - Internet Outage,Closed,29-Mar-2023 12:11
1252,HSCN - Slow / Degraded Performance,Closed,29-Mar-2023 11:40
1253,HSCN - Slow / Degraded Performance,Closed,28-Mar-2023 16:40
1254,HSCN - Internet Outage,Closed,28-Mar-2023 15:10
1255,HSCN - Internet Outage,Closed,28-Mar-2023 14:15
1256,HSCN - Slow / Degraded Performance,Closed,28-Mar-2023 09:17
1257,HSCN - Internet Outage,Closed,27-Mar-2023 14:51
1258,HSCN - Internet Outage,Closed,27-Mar-2023 12:19
1259,HSCN - Internet Outage,Closed,27-Mar-2023 12:17
1260,HSCN - Intermittent Outage,Closed,27-Mar-2023 12:14
1261,HSCN - Internet Outage,Closed,27-Mar-2023 12:13
1262,HSCN - Internet Outage,Closed,27-Mar-2023 11:40
1263,HSCN - Internet Outage,Closed,27-Mar-2023 11:38
1264,HSCN - Internet Outage,Closed,27-Mar-2023 10:34
1265,HSCN - Internet Outage,Closed,27-Mar-2023 09:28
1266,HSCN - Internet Outage,Closed,27-Mar-2023 08:04
1267,HSCN - Intermittent Outage,Closed,27-Mar-2023 08:02
1268,HSCN - Internet Outage,Closed,25-Mar-2023 10:18
1269,HSCN - Internet Outage,Closed,25-Mar-2023 09:56
1270,HSCN - Internet Outage,Closed,24-Mar-2023 16:33
1271,HSCN - Internet Outage,Closed,24-Mar-2023 14:40
1272,HSCN - Internet Outage,Closed,24-Mar-2023 14:38
1273,HSCN - Internet Outage,Closed,24-Mar-2023 09:59
1274,HSCN - Internet Outage,Closed,24-Mar-2023 09:54
1275,HSCN - Internet Outage,Closed,24-Mar-2023 09:52
1276,HSCN - Intermittent Outage,Closed,24-Mar-2023 08:23
1277,HSCN - Internet Outage,Closed,24-Mar-2023 07:58
1278,HSCN - Internet Outage,Closed,24-Mar-2023 07:56
1279,HSCN - Internet Outage,Closed,23-Mar-2023 17:07
1280,HSCN - Internet Outage,Closed,23-Mar-2023 14:48
1281,HSCN - Internet Outage,Closed,23-Mar-2023 11:21
1282,HSCN - Internet Outage,Closed,23-Mar-2023 08:13
1283,HSCN - Intermittent Outage,Closed,23-Mar-2023 08:11
1284,HSCN - Intermittent Outage,Closed,23-Mar-2023 08:07
1285,HSCN - Internet Outage,Closed,23-Mar-2023 08:03
1286,HSCN - Internet Outage,Closed,22-Mar-2023 11:58
1287,HSCN - Internet Outage,Closed,22-Mar-2023 11:36
1288,HSCN - Internet Outage,Closed,22-Mar-2023 10:19
1289,HSCN - Internet Outage,Closed,21-Mar-2023 09:17
1290,HSCN - Internet Outage,Closed,21-Mar-2023 08:32
1291,HSCN - Internet Outage,Closed,21-Mar-2023 08:14
1292,HSCN - Internet Outage,Closed,21-Mar-2023 08:13
1293,HSCN - Intermittent Outage,Closed,21-Mar-2023 08:11
1294,HSCN - Internet Outage,Closed,20-Mar-2023 15:44
1295,HSCN - Internet Outage,Closed,20-Mar-2023 13:39
1296,HSCN - Intermittent Outage,Closed,20-Mar-2023 11:01
1297,HSCN - Internet Outage,Closed,20-Mar-2023 10:48
1298,HSCN - Internet Outage,Closed,20-Mar-2023 10:23
1299,HSCN - Internet Outage,Closed,20-Mar-2023 09:43
1300,HSCN - Intermittent Outage,Closed,20-Mar-2023 09:33
1301,HSCN - Internet Outage,Closed,20-Mar-2023 09:01
1302,HSCN - Internet Outage,Closed,20-Mar-2023 09:01
1303,HSCN - Intermittent Outage,Closed,20-Mar-2023 08:59
1304,HSCN - Internet Outage,Closed,20-Mar-2023 08:57
1305,HSCN - Internet Outage,Closed,20-Mar-2023 08:50
1306,HSCN - Internet Outage,Closed,20-Mar-2023 08:35
1307,HSCN - Intermittent Outage,Closed,20-Mar-2023 08:31
1308,HSCN - Internet Outage,Closed,20-Mar-2023 08:29
1309,HSCN - Internet Outage,Closed,20-Mar-2023 08:27
1310,HSCN - Internet Outage,Closed,18-Mar-2023 08:59
1311,HSCN - Internet Outage,Closed,18-Mar-2023 08:45
1312,HSCN - Internet Outage,Closed,17-Mar-2023 14:22
1313,HSCN - Internet Outage,Closed,17-Mar-2023 11:37
1314,HSCN - Internet Outage,Closed,17-Mar-2023 11:17
1315,HSCN - Internet Outage,Closed,17-Mar-2023 10:19
1316,HSCN - Internet Outage,Closed,17-Mar-2023 08:44
1317,HSCN - Internet Outage,Closed,16-Mar-2023 18:04
1318,HSCN - Slow / Degraded Performance,Closed,16-Mar-2023 13:26
1319,HSCN - Internet Outage,Closed,16-Mar-2023 10:44
1320,HSCN - Intermittent Outage,Closed,16-Mar-2023 10:42
1321,HSCN - Internet Outage,Closed,16-Mar-2023 10:41
1322,HSCN - Intermittent Outage,Closed,16-Mar-2023 10:40
1323,HSCN - Internet Outage,Closed,16-Mar-2023 10:24
1324,HSCN - Internet Outage,Closed,16-Mar-2023 10:02
1325,HSCN - Internet Outage,Closed,15-Mar-2023 10:13
1326,HSCN - Internet Outage,Closed,15-Mar-2023 08:15
1327,HSCN - Intermittent Outage,Closed,14-Mar-2023 15:46
1328,HSCN - Intermittent Outage,Closed,14-Mar-2023 15:45
